gene_symbol,retina_03,retina_04,retina_05,retina_06,retina_07,retina_08,retina_09,retina_10,retina_11,retina_12,retina_13,retina_14,retina_15,retina_16,retina_17,retina_18,retina_19,retina_20,retina_21,retina_22,retina_23
TPBG,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TPI1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TPM1,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TPPP,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRANK1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
TRIM9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
TSC22D1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TSHZ1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
TSPAN7,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TTC3,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
TUBA1A,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TUBB2A,False,False,True,True,True,True,True,False,False,False,True,False,False,True,True,True,True,False,False,False,False
TULP1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
UACA,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
UBASH3B,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
UCHL1,False,False,True,True,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False
UNC119,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True
UNC5D,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
UTRN,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
VAMP4,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
VAT1L,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
VIP,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
VPS41,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
VSNL1,False,False,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False
VSTM2A,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
VSTM2B,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
VSTM2L,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
WBSCR17,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WDR1,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False
YWHAG,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
YWHAH,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False
ZCCHC12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
ZCCHC18,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
ZEB2,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
ZFHX3,False,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ZFP804A,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False
ZMAT4,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ZWINT,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False
ZYX,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
